Date,Close,High,Low,Open,Volume
2015-04-27,175.8052520751953,177.23157210514523,175.6133977381844,177.10646077883388,79358100
2015-04-28,176.36410522460938,176.41414975551587,174.60413376522976,175.78023115153326,86863500
2015-04-29,175.63844299316406,176.23899012204748,174.82935576241024,175.47161091166774,125684900
2015-04-30,173.87852478027344,175.454991704976,173.17786291456858,175.06295910270828,161304900
2015-05-01,175.76353454589844,175.8052425615786,174.56241496830697,174.6625040239398,103399700
2015-05-04,176.26405334472656,176.84792754096773,176.0805482076932,176.18897380502898,70927200
2015-05-05,174.24542236328125,176.38075279723677,174.1036253139068,176.02207919087996,113326200
2015-05-06,173.5281219482422,175.10458827756923,172.46046288539105,174.7959718581904,135060200
2015-05-07,174.220458984375,174.64586300376922,173.0944187196591,173.4280574512412,88244900
2015-05-08,176.5142822265625,176.7144731269206,175.8136331665642,175.89704922358925,155877300
2015-05-11,175.67181396484375,176.73947317751276,175.5967471594612,176.4725647380964,75708100
2015-05-12,175.14633178710938,175.68851066838673,174.01194221201678,174.83771530519164,119727600
2015-05-13,175.1796112060547,176.18053966317825,174.94606165697573,175.55495778653903,94667900
2015-05-14,177.00633239746094,177.09808492554066,175.92198780947257,176.19724539371174,95934000
2015-05-15,177.19818115234375,177.33997820558304,176.71439623261674,177.19818115234375,76510100
2015-05-18,177.7487335205078,177.99895618003185,176.96466858066458,177.0313988657045,74549700
2015-05-19,177.6903076171875,178.14073377788276,177.40671350267456,177.86547617467969,72114600
2015-05-20,177.56521606445312,178.3159094457968,177.24825041444154,177.79041644235647,76857500
2015-05-21,178.08236694335938,178.29089430511976,177.25659400888827,177.42342608029665,64764600
2015-05-22,177.65692138671875,178.1156712603237,177.59019112405892,177.69861666432195,57433500
2015-05-26,175.74688720703125,177.5902749920069,175.32983241407317,177.16487095758825,124308600
2015-05-27,177.41510009765625,177.64864975524398,175.79692552186845,176.2056437863979,93214000
2015-05-28,177.2148895263672,177.32331509415843,176.5225771939331,177.10645123107645,74974600
2015-05-29,176.1138458251953,177.18984127544758,175.84693745426003,177.14814599037848,124919600
2015-06-01,176.47251892089844,177.11477394798203,175.68010486703167,176.78113530345806,93338800
2015-06-02,176.29734802246094,176.9896602917937,175.3881719098124,176.01375390562535,91531000
2015-06-03,176.7644805908203,177.39006270477174,176.272359049112,176.83121087694187,87820900
2015-06-04,175.27142333984375,176.7144291290775,174.95445767506976,176.0554882616529,151882800
2015-06-05,174.97113037109375,175.64675694085292,174.31217682534148,175.12126395215168,121704700
2015-06-08,173.89511108398438,175.01282726891262,173.82004429822382,174.86268096989306,89063300
2015-06-09,173.8700408935547,174.41221944986637,173.2361225538233,173.8700408935547,105034700
2015-06-10,175.9553680419922,176.33906395008052,174.57909268042306,174.63747371768716,134551300
2015-06-11,176.5225830078125,176.90626621878664,176.16390933407592,176.39745895662537,73876400
2015-06-12,175.1713104248047,176.39745226039358,174.89605279564194,175.69680341934261,135382400
2015-06-15,174.42059326171875,174.70418736428965,173.3195628952703,174.02856087919523,124384200
2015-06-16,175.37152099609375,175.45493703643822,174.09533448932817,174.27049035555046,85308200
2015-06-17,175.6551055908203,176.26401465162957,174.62915453353233,175.6551055908203,126708600
2015-06-18,177.48178100585938,177.94888019106634,175.68845104961866,176.25563928094192,165867900
2015-06-19,176.69390869140625,177.3141566139647,176.31673625838624,177.23872468524232,130478700
2015-06-22,177.5991668701172,178.18588108587792,177.38962516524475,177.615933787542,70696000
2015-06-23,177.7248992919922,178.06017371704328,177.330972625351,177.80872109560786,68476800
2015-06-24,176.43406677246094,177.83380343967985,176.40892279797373,177.4566310329646,92307300
2015-06-25,175.89764404296875,177.0626951110581,175.8222121180597,176.93697523620966,97107400
2015-06-26,175.86410522460938,176.5011071751135,175.3109122523945,176.25803172244056,104174800
2015-06-29,172.17617797851562,175.87249567972003,172.10074605548868,174.38056018484332,202621300
2015-06-30,172.53660583496094,173.7687118037401,172.05884471712878,173.71841106285686,182925100
2015-07-01,173.91957092285156,174.36379820133322,173.13169226610069,174.1123456613946,135979900
2015-07-02,173.76036071777344,174.56500648911836,173.3412773094379,174.39737568366627,104373700
2015-07-06,173.2658233642578,174.045312265866,172.2684029327651,172.4695675474103,117975400
2015-07-07,174.35548400878906,174.4812039293869,171.07824832480986,173.46702913146544,173820200
2015-07-08,171.43023681640625,173.29934500568518,171.19555115987836,173.01437139267406,164020100
2015-07-09,171.74034118652344,173.7938597071695,171.6313882190003,173.53401730299444,144113100
2015-07-10,173.90281677246094,174.32190010664615,171.78225612463643,173.7435630591652,129456900
2015-07-13,175.82223510742188,175.93118808340068,175.12655520034735,175.16846609391263,106069400
2015-07-14,176.5849609375,176.89509132510088,175.7216502267971,175.78032803694649,81709600
2015-07-15,176.5263214111328,177.08789166787918,176.04856016603458,176.62689734087508,97914100
2015-07-16,177.9427490234375,177.9427490234375,177.33926812531942,177.58233078095319,106683300
2015-07-17,178.09365844726562,178.1523362557131,177.52371122502208,177.93440472651847,89030000
2015-07-20,178.18588256835938,178.68039792651408,177.8673878711027,178.31999233005206,70446800
2015-07-21,177.48179626464844,178.31158589033262,177.18005574525498,178.05174347383124,77965000
2015-07-22,177.16319274902344,177.49846691619078,176.76087653782437,176.79439755984023,88667900
2015-07-23,176.1658477783203,177.39795368898996,175.80544228347227,177.29737779078255,90509100
2015-07-24,174.33871459960938,176.32516605315658,174.00345295652872,176.26650102085281,117755000
2015-07-27,173.32447814941406,173.96149299680633,172.88025084236855,173.45021082217173,132361100
2015-07-28,175.4534454345703,175.5959322458163,173.3328846029168,174.16266149131457,123544800
2015-07-29,176.66041564941406,176.88671147144382,175.43668652432805,175.57917334207607,105791300
2015-07-30,176.7023162841797,176.86994707241797,175.52887518769293,176.1491231725249,91304400
2015-07-31,176.43406677246094,177.23032247317255,176.14909320200113,177.20517849868534,103266900
2015-08-03,175.83897399902344,176.45922191758902,174.88346453980012,176.4005569032075,113965700
2015-08-04,175.495361328125,176.22456232097997,175.00922306975173,175.763568042401,81820800
2015-08-05,176.0736846923828,177.11300321447916,175.78869829461908,176.3921793413758,85786800
2015-08-06,174.63206481933594,176.36706351362938,174.04533780454588,176.2580977326979,116030800
2015-08-07,174.2967529296875,174.6236374127741,173.39153140973815,174.47277355415326,117858000
2015-08-10,176.49278259277344,176.57659159598262,175.41154029927264,175.41154029927264,80270700
2015-08-11,174.9002227783203,175.5707586157841,174.1374881033377,175.15167531604513,126081400
2015-08-12,175.10977172851562,175.2941694112409,172.12590055628195,173.5926921665188,172123700
2015-08-13,174.89186096191406,175.63782878889944,174.3470449511172,174.95052597849957,89383300
2015-08-14,175.52890014648438,175.60433209350603,174.5566235312793,174.6991103610128,72786500
2015-08-17,176.50955200195312,176.50955200195312,174.47281271694936,174.93380703744745,79072600
2015-08-18,175.998291015625,176.58500531752753,175.763605294864,176.232976736386,71692700
2015-08-19,174.60684204101562,176.02333260683693,173.7938195565295,175.252221002981,172946000
2015-08-20,170.96084594726562,174.58171908337056,170.90216814514122,173.0897835277865,194327900
2015-08-21,165.81451416015625,170.93571303467735,165.55468453829255,169.08335906329378,346588500
2015-08-24,158.83255004882812,165.5211150661568,152.8815628468037,157.14784000605826,507244300
2015-08-25,156.9635009765625,163.81969929482182,156.67013747937878,163.8029323777058,369833100
2015-08-26,162.98989868164062,163.26648243214422,157.88545386603704,160.99505788498155,339257000
2015-08-27,167.021484375,167.1472042661069,163.61852956867585,165.13560927194172,274143900
2015-08-28,167.0298614501953,167.4992327629077,165.88995420957562,166.3760924375732,160414400
2015-08-31,165.68038940429688,166.9041182611144,165.1271963817873,166.0491847526366,163298800
2015-09-01,160.73524475097656,163.24974505608074,159.86354414980423,161.8667622146275,256000400
2015-09-02,163.78614807128906,163.82805896165158,161.2800251847447,163.1239892560224,160269300
2015-09-03,163.90345764160156,165.99887384057524,163.4089424881011,164.498548680043,152087800
2015-09-04,161.42250061035156,162.48697576142223,160.60110093261716,161.640432109123,207081000
2015-09-08,165.47921752929688,165.63009416033984,163.58496571100363,164.2303575421744,116025700
2015-09-09,163.26649475097656,167.18912177094703,162.89771212601008,167.06340187486865,149347700
2015-09-10,164.1549530029297,165.3032372871655,162.813881169681,163.07371079988835,158611100
2015-09-11,164.9009246826172,164.9679795547778,163.0485706087318,163.76101743470522,119691200
2015-09-14,164.28907775878906,165.1272445990675,163.80293945669825,165.07695663495656,79452000
2015-09-15,166.3425750732422,166.78680241755052,164.24715824559553,164.7919615050199,113806200
2015-09-16,167.78419494628906,167.97698248541326,166.300649174541,166.6443005727278,99581600
2015-09-17,167.40701293945312,170.0556224886823,167.02984052394945,167.65008841770285,276046600
2015-09-18,164.67132568359375,167.39267480976977,164.25849712014326,164.89039016793595,223657500
2015-09-21,165.5222930908203,166.55016068246064,164.4691379483344,165.50543900888917,105726200
2015-09-22,163.37384033203125,163.83723112705485,162.2364277311458,163.3485656392024,153890900
2015-09-23,163.11270141601562,164.01419568659233,162.53135762131944,163.5423841592737,92790600
2015-09-24,162.52291870117188,162.98630959849973,160.5514150898855,161.89102552915193,159378800
2015-09-25,162.48081970214844,164.29224184163175,161.60458721302194,163.98893257322655,155054800
2015-09-28,158.40296936035156,161.6888214361858,158.09123952191896,161.5792891768883,178515900
2015-09-29,158.4956817626953,159.86057999609733,157.49307569664444,158.62206813284644,159045600
2015-09-30,161.45289611816406,161.62139836565,159.6077662968341,160.39130753279755,163452000
2015-10-01,161.87417602539062,162.17748524669025,159.9279472120093,161.83204724489647,131079000
2015-10-02,164.29220581054688,164.31748050604588,159.33815979837223,159.8858081979462,211003300
2015-10-05,167.21575927734375,167.44324438416083,165.41275821626556,165.5222904632326,126320800
2015-10-06,166.64283752441406,167.6454432690335,165.97724913624944,167.08095365985653,110274500
2015-10-07,168.00775146484375,168.36161008120195,166.38167309644905,167.5780559010597,124307300
2015-10-08,169.5242919921875,169.8107471213442,167.3168699496485,167.6201791616669,153055200
2015-10-09,169.6254119873047,170.10564413377404,168.99351878791342,169.66754077177745,107069200
2015-10-12,169.78549194335938,169.98768953735046,169.2715516321322,169.70123437526317,56395600
2015-10-13,168.7154083251953,170.3246320343359,168.54690611902066,169.0524127375446,88038700
2015-10-14,167.90663146972656,169.23782116366917,167.61175573204258,168.65647744574315,99106200
2015-10-15,170.48472595214844,170.4931465635028,168.20148039738538,168.5721929913007,134142200
2015-10-16,171.25982666015625,171.27666788091975,170.1224143198272,170.88911410905953,114580100
2015-10-19,171.3441619873047,171.3441619873047,170.29944008789667,170.6111699635716,76523900
2015-10-20,171.12509155273438,171.74013062187345,170.65328005553732,170.90603988786407,78448500
2015-10-21,170.06353759765625,171.6980239647302,169.89502245045824,171.5463757593329,102038000
2015-10-22,172.93653869628906,173.14716977799569,170.06354051229533,171.01558425959664,174911700
2015-10-23,174.8321990966797,175.2029118164298,173.81275197326642,174.6131474240544,144442300
2015-10-26,174.40248107910156,174.71421086859263,174.03176843435705,174.65524086923617,69033000
2015-10-27,174.06546020507812,174.4024646562585,173.38300497920991,173.72844289800202,77905800
2015-10-28,176.04537963867188,176.07065432911048,173.736872205976,174.40246048068508,135906700
2015-10-29,175.94436645507812,176.31507923635053,175.4220054574134,175.53995835546357,90525500
2015-10-30,175.18606567382812,176.45828555208965,175.02599686113376,176.13812221490062,131076900
2015-11-02,177.2586212158203,177.45239813329442,175.38821693509936,175.5146032467618,86270800
2015-11-03,177.77261352539062,178.32868260572008,176.67732944907797,176.90481459210358,95246100
2015-11-04,177.23333740234375,178.19381418442114,176.69412259233357,178.06744073515904,96224500
2015-11-05,177.05642700195312,177.75572351815484,176.1633535505789,177.29233271152756,78408700
2015-11-06,176.9637451171875,177.199663677695,175.63256843655364,176.71099818788784,110471500
2015-11-09,175.31246948242188,176.50043190941358,174.3604128465617,176.34877084031393,131008700
2015-11-10,175.716796875,175.7505050330533,174.56254315163702,174.83214413658584,75874600
2015-11-11,175.02597045898438,176.0369968615076,174.9585669846964,175.98644746976618,67846000
2015-11-12,172.58262634277344,174.4530307950422,172.5657851177238,173.9812193757126,121315200
2015-11-13,170.64483642578125,172.43941698696537,170.56059172395422,172.16981594286116,153577100
2015-11-16,173.23980712890625,173.29878998871206,170.34152207091594,170.45948779052753,117645200
2015-11-17,173.1134796142578,174.43623616167892,172.6163933320506,173.55159587690045,121123700
2015-11-18,175.86012268066406,176.00335029268987,173.55161394390356,173.593729881162,121342500
2015-11-19,175.7084197998047,176.12968188858105,175.41353119530174,175.74211511031137,88220500
2015-11-20,176.3487548828125,177.03119749225422,175.9696215282227,176.4667077677049,94011500
2015-11-23,176.1465606689453,176.91324800753102,175.68316973514044,176.4077411436625,64931200
2015-11-24,176.38243103027344,176.7868390113538,174.74793216787214,175.1354860667706,98874400
2015-11-25,176.35720825195312,176.71106694655654,176.09601489688472,176.50885646853956,51980100
2015-11-27,176.5593719482422,176.7615823874045,175.9696075705595,176.44983968670851,37317800
2015-11-30,175.82638549804688,176.83741201369105,175.71685323308637,176.71945913446422,112822700
2015-12-01,177.5030059814453,177.62097172021072,176.18024957044784,176.4582841206091,97858400
2015-12-02,175.6915740966797,177.77260994296742,175.43881426017808,177.45244662633874,108441300
2015-12-03,173.2313690185547,176.2138984745777,172.50679782724225,175.944297465848,166224200
2015-12-04,176.6099090576172,176.90479765389327,173.2313918280088,173.2313918280088,192913900
2015-12-07,175.53993225097656,176.7026069714552,174.57102165202795,176.28134484736444,102027100
2015-12-08,174.36038208007812,175.48936143212396,173.37463030052473,173.97282814413362,103372400
2015-12-09,173.00389099121094,175.81791832469077,172.02655997587993,173.7200415994563,162401500
2015-12-10,173.450439453125,174.76477504598236,172.83540043460033,173.0713061637851,116128900
2015-12-11,170.08877563476562,171.9928755421941,169.7770329643682,171.32728713547687,211173300
2015-12-14,170.94815063476562,171.07453697504988,168.46270687995957,170.24886687996727,182385200
2015-12-15,172.74269104003906,173.65261848351224,170.92283615309267,172.46465658320872,154069600
2015-12-16,175.27032470703125,175.57363396166423,172.5489748858994,173.87173131867362,197017000
2015-12-17,172.5994873046875,175.64942042687096,172.58263322306897,175.5820169562943,173092500
2015-12-18,169.52464294433594,171.9909699841707,169.3636085710236,171.85537366195902,251393500
2015-12-21,170.9230499267578,171.1010386626391,169.5839378411441,170.70269462117898,99094300
2015-12-22,172.47406005859375,172.7707036640907,170.82136280667632,171.81298115782678,111026200
2015-12-23,174.60989379882812,174.652273312351,173.3894362308753,173.48266598766094,110987200
2015-12-24,174.32176208496094,174.87267002619777,174.10140666791514,174.35567087676176,48539600
2015-12-28,173.92333984375,173.96570641272862,172.84696258408633,173.6266962664511,65899900
2015-12-29,175.7794952392578,176.1100347661309,174.99129057225755,175.02518642498788,92640700
2015-12-30,174.53355407714844,175.61841498756235,174.38947411955164,175.5336559854899,63317700
2015-12-31,172.78762817382812,174.49965915189773,172.78762817382812,173.85553470295253,114877900
2016-01-04,170.37216186523438,170.38063259302376,168.31263696043297,169.92296757662837,222353500
2016-01-05,170.6603240966797,171.1179891192369,169.55005091810494,170.69421994070248,110845800
2016-01-06,168.50762939453125,169.55856897389745,167.4736312757007,168.10080155824824,152112600
2016-01-07,164.46482849121094,167.33798313916594,164.07495513840922,165.5496766045597,213436100
2016-01-08,162.6596221923828,165.99045593534453,162.3714621444685,165.43107730180685,209817200
2016-01-11,162.82058715820312,163.9223895605881,160.87973009583322,163.5833664731728,187941300
2016-01-12,164.13430786132812,164.8886166037354,161.99850723524926,164.26991712415463,172330500
2016-01-13,160.04067993164062,165.1513355227424,159.659290232623,164.80384166995327,221168900
2016-01-14,162.6680145263672,163.79524198132555,159.04903541205675,160.65088223070123,240795600
2016-01-15,159.1761932373047,159.98135217332498,157.2353358891122,158.29475894503636,324846400
2016-01-19,159.3881072998047,161.12556401904504,157.81168498400598,160.99843840180833,195244400
2016-01-20,157.34548950195312,158.91344062239094,153.4213957355556,156.8200198633326,286547800
2016-01-21,158.22698974609375,160.07461776176993,156.489532958863,157.82017482260406,195772900
2016-01-22,161.47305297851562,161.67645395983274,160.08309023239514,160.84586977715904,168319600
2016-01-25,159.03208923339844,161.15940575271674,158.83715904162554,160.9644755609438,130371700
2016-01-26,161.2018280029297,161.48151727350736,159.35420019006193,159.69321043368902,141036800
2016-01-27,159.44737243652344,162.3544223777091,158.5405003166785,160.67630029192964,185681700
2016-01-28,160.27798461914062,161.20179835567228,158.6252873536919,160.998397419869,143798800
2016-01-29,164.18516540527344,164.3207746741323,160.93062054713084,161.04927542427944,210529300
2016-02-01,164.1258087158203,164.91402616577838,162.5917662555006,163.1765698304092,136061600
2016-02-02,161.16786193847656,162.70190396106065,160.64237947764653,162.6934332350044,182564900
2016-02-03,162.13414001464844,162.54095492972294,158.57448040981743,162.2273697798127,205054900
2016-02-04,162.3883819580078,163.363046061154,160.9984193337204,161.63407320944472,139531800
2016-02-05,159.29483032226562,162.44767401937784,158.65917655966086,161.87135414883915,180788300
2016-02-08,157.1505889892578,157.7438633598395,154.93004223118996,157.44723264075432,191526700
2016-02-09,157.1590576171875,158.43884902705562,155.2690503860317,155.4046596496117,184513100
2016-02-10,157.0234375,159.625373572191,156.8962989849986,157.98963072492836,148214100
2016-02-11,154.9808807373047,156.03183306590697,153.48073406696034,154.540157124354,219058900
2016-02-12,158.1761016845703,158.19304314187306,155.9131756232765,156.76071405518024,127632400
2016-02-16,160.84579467773438,160.87121978852795,159.02359276469468,159.98978577206938,120250700
2016-02-17,163.47325134277344,163.84617040060496,161.88834534698947,162.01548389802088,136009500
2016-02-18,162.8036651611328,163.8037673024715,162.4900800587421,163.74443340071596,102343000
2016-02-19,162.72735595703125,162.87990664568497,161.4136689865215,162.023897605953,114793000
2016-02-22,165.08355712890625,165.22763712998835,164.24448931181553,164.31229394745625,103640300
2016-02-23,162.99862670898438,164.69370387726045,162.87995889208906,164.4224853227783,111455300
2016-02-24,163.74444580078125,164.0241350750713,160.45600501023247,161.5662784451217,150812200
2016-02-25,165.72763061523438,165.73611427482834,163.43080910424848,164.19358838804578,110728300
2016-02-26,165.34629821777344,166.69388145415166,165.18526381863157,166.60066462560889,129833700
2016-02-29,164.04957580566406,166.31250240486898,163.85464554106497,165.36326327386823,125918100
2016-03-01,167.90586853027344,167.99062756120264,164.8038742250029,165.2784937604167,141799700
2016-03-02,168.66014099121094,168.71099122584184,167.1769487965646,167.59224726673304,102415000
2016-03-03,169.3212127685547,169.3381671568535,167.90582525721794,168.4821451352865,95172200
2016-03-04,169.8721160888672,170.65186280098837,168.6855674963519,169.5161515111126,129293600
2016-03-07,170.0077362060547,170.4145639772772,168.8720377759822,168.94831313343246,100219000
2016-03-08,168.151611328125,169.43987330142576,167.99058989732075,168.931358027098,123974900
2016-03-09,168.98219299316406,169.32967387288193,168.1770212498452,168.96523860582883,94801200
2016-03-10,169.11782836914062,170.4145741855262,167.28715501861964,169.47380592338692,156838700
2016-03-11,171.84683227539062,171.88921176977553,169.10081691997112,170.57552503827984,137964500
2016-03-14,171.6265411376953,172.08420622380174,171.0078416721999,171.33838116005754,73612000
2016-03-15,171.3468017578125,171.6519160367524,170.39756308218034,170.66029786329943,93169100
2016-03-16,172.33848571777344,172.74531353326242,170.82139740296645,170.86377691696472,129303200
2016-03-17,173.43179321289062,173.94030851186565,171.85537121448877,172.25371531151146,134278500
2016-03-18,174.11329650878906,174.4540551653916,173.61918735733872,173.93438976465154,138372400
2016-03-21,174.3603515625,174.59037081442185,173.61919430521965,173.8492135571415,72926700
2016-03-22,174.26666259765625,174.83744059062724,173.42328023449707,173.58513217351828,97471900
2016-03-23,173.11663818359375,174.07077323139455,172.94624578295924,173.88335198998868,81052500
2016-03-24,173.0398712158203,173.07395487881382,171.86424482471878,172.0857366377417,84360900
2016-03-28,173.1421661376953,173.67034609579045,172.69065494788242,173.45736862893108,62408200
2016-03-29,174.74371337890625,174.8544657995421,172.42651795664,172.73320596838437,92922900
2016-03-30,175.51046752929688,176.23458308827088,175.14413954137035,175.74900124273682,86365300
2016-03-31,175.08450317382812,175.8427023647693,174.9226382343387,175.41674747100208,94584100
2016-04-01,176.2771759033203,176.4645971010006,173.77255898805814,174.08777445639976,114423500
2016-04-04,175.7063751220703,176.40494731364376,175.39968711098373,176.20048430654924,63497000
2016-04-05,173.95147705078125,175.71492370810827,173.69590149199263,174.3603901453753,99662200
2016-04-06,175.85118103027344,175.91082094284897,173.7725194914488,173.9514262300663,91839800
2016-04-07,173.74697875976562,175.11855388129385,173.01433590604665,174.7607533712139,113859000
2016-04-08,174.21554565429688,175.36562902818736,173.6788383465998,174.93114673181876,95040600
2016-04-11,173.80665588378906,175.55307372280527,173.71294527781905,174.85450138755357,83757500
2016-04-12,175.4252166748047,175.70634839212508,173.53397639400077,173.97697300909127,115350600
2016-04-13,177.19725036621094,177.28244655160904,176.20903181168921,176.34534050868106,96336400
2016-04-14,177.20571899414062,177.70835555952485,176.85644592213328,177.25684449163606,65212900
2016-04-15,177.00978088378906,177.34202511765204,176.68605106649872,177.2057164578341,75761600
2016-04-18,178.2535858154297,178.28765648296246,176.34530345584142,177.00979196516653,82531000
